cnpjPartido;recibo;cnpjDoador;data;valor;id;sigla
20614448000102;7312011;00676213000138;09/10/2014;250000;419;PMDB
20614448000102;9647852;00676213000138;08/09/2014;250000;420;PMDB
20614448000102;9649393;00676213000138;08/09/2014;100000;421;PMDB
20614448000102;7634275;00676213000138;29/09/2014;500000;422;PMDB
20614448000102;825430;00676213000138;29/08/2014;500000;423;PMDB
20614448000102;3071082;00676213000138;21/10/2014;400000;424;PMDB
20614448000102;7310709;00676213000138;09/10/2014;300000;425;PMDB
20614448000102;7326674;00676213000138;09/10/2014;1000000;426;PMDB
20614448000102;3533363;00676213000138;15/09/2014;500000;427;PMDB
20614448000102;8792433;00676213000138;01/10/2014;3500000;428;PMDB
20614448000102;8791863;00676213000138;01/10/2014;2500000;429;PMDB
20614448000102;7726502;00676213000138;20/11/2014;500000;430;PMDB
20614448000102;6407687;00676213000138;17/11/2014;1000000;431;PMDB
20614448000102;9642507;00676213000138;08/09/2014;70000;432;PMDB
20614448000102;7297792;00676213000138;22/07/2014;5000000;433;PMDB
20614448000102; ;00676213000138;22/07/2014;994000;434;PMDB
20614448000102;7719962;00676213000138;10/10/2014;100000;435;PMDB
20614448000102;3532482;00676213000138;15/09/2014;1000000;436;PMDB
20614448000102;3430408;00676213000138;15/09/2014;30000;437;PMDB
20614448000102;3430128;00676213000138;15/09/2014;40000;438;PMDB
20614448000102;7609795;00676213000138;29/09/2014;300000;439;PMDB
20614448000102;3069399;00676213000138;21/10/2014;200000;440;PMDB
20614448000102;6007238;00676213000138;23/09/2014;2000000;441;PMDB
20614448000102;6006996;00676213000138;23/09/2014;1000000;442;PMDB
20614448000102;7309945;00676213000138;09/10/2014;400000;443;PMDB
20614448000102;3858533;00676213000138;23/10/2014;1000000;444;PMDB
20614448000102;7702722;00676213000138;23/07/2014;1000000;445;PMDB
20614448000102;9675855;00676213000138;08/09/2014;600000;446;PMDB
20614448000102;9675530;00676213000138;08/09/2014;500000;447;PMDB
20614448000102;3431520;00676213000138;15/09/2014;200000;448;PMDB
20614448000102;3431919;00676213000138;15/09/2014;300000;449;PMDB
20614448000102;1586334;00676213000138;10/09/2014;120000;450;PMDB
20614448000102;7311414;00676213000138;09/10/2014;100000;451;PMDB
20614448000102;3429573;00676213000138;15/09/2014;280000;452;PMDB
20614448000102;3534057;00676213000138;15/09/2014;295000;453;PMDB
20614448000102;919383;00676213000138;29/08/2014;1000000;454;PMDB
20614448000102;7720549;00676213000138;10/10/2014;150000;455;PMDB
20614448000102;9670494;00676213000138;08/09/2014;430000;456;PMDB
20614448000102;9648974;00676213000138;08/09/2014;200000;457;PMDB
20614448000102;9648553;00676213000138;08/09/2014;200000;458;PMDB
20614448000102;3077723;00676213000138;21/10/2014;1000000;459;PMDB
20614448000102;7325714;00676213000138;09/10/2014;682000;460;PMDB
20614448000102;9679265;00676213000138;08/09/2014;2000000;461;PMDB
20614448000102;7723746;00676213000138;10/10/2014;500000;462;PMDB
20614448000102;1587135;00676213000138;10/09/2014;250000;463;PMDB
20614448000102;1586977;00676213000138;10/09/2014;250000;464;PMDB
20614448000102;1587418;00676213000138;10/09/2014;250000;465;PMDB
20614448000102;3532943;00676213000138;15/09/2014;511000;466;PMDB
20614448000102;1586459;00676213000138;10/09/2014;250000;467;PMDB
20614448000102;7725004;00676213000138;10/10/2014;588000;468;PMDB
20614448000102;1587683;00676213000138;10/09/2014;250000;469;PMDB
20614448000102;1587600;00676213000138;10/09/2014;250000;470;PMDB
20614448000102;1586166;00676213000138;10/09/2014;50000;471;PMDB
20614448000102;7720231;00676213000138;10/10/2014;170000;472;PMDB
20632466000117;850506;00676213000138;27/10/2014;1000000;473;PMDB
20632466000117;850015;00676213000138;22/07/2014;1500000;474;PMDB
20632466000117;850138;00676213000138;03/09/2014;600000;475;PMDB
30902811000149;850438;00676213000138;06-OCT-14;300000;476;PMDB
30902811000149;850163;00676213000138;08-SEP-14;250000;477;PMDB
30902811000149;850089;00676213000138;20-AUG-14;800000;478;PMDB
30902811000149;850032;00676213000138;31-JUL-14;500000;479;PMDB
30902811000149;850456;00676213000138;09-OCT-14;200000;480;PMDB
30902811000149;850375;00676213000138;29-SEP-14;700000;481;PMDB
30902811000149;850206;00676213000138;16-SEP-14;500000;482;PMDB
30902811000149;850013;00676213000138;22-JUL-14;500000;483;PMDB
30902811000149;850045;00676213000138;14-AUG-14;700000;484;PMDB
30902811000149;850403;00676213000138;29-SEP-14;50000;485;PMDB
30902811000149;850419;00676213000138;02-OCT-14;100000;486;PMDB
30902811000149;850367;00676213000138;23-SEP-14;50000;487;PMDB
30902811000149;850361;00676213000138;23-SEP-14;700000;488;PMDB
30902811000149;850297;00676213000138;23-SEP-14;800000;489;PMDB
30902811000149;850280;00676213000138;23-SEP-14;50000;490;PMDB
30902811000149;850154;00676213000138;09-SEP-14;70000;491;PMDB
30902811000149;850188;00676213000138;23-SEP-14;1450000;492;PMDB
30902811000149;850327;00676213000138;23-SEP-14;300000;493;PMDB
30902811000149;850003;00676213000138;10-JUL-14;3000000;494;PMDB
30902811000149;850439;00676213000138;06-OCT-14;1000000;495;PMDB
30902811000149;850437;00676213000138;06-OCT-14;1000000;496;PMDB
30902811000149;850455;00676213000138;09-OCT-14;100000;497;PMDB
30902811000149;850365;00676213000138;23-SEP-14;50000;498;PMDB
30902811000149;850368;00676213000138;23-SEP-14;50000;499;PMDB
30902811000149;850041;00676213000138;07-AUG-14;250000;500;PMDB
30902811000149;850029;00676213000138;31-JUL-14;1000000;501;PMDB
30902811000149;850478;00676213000138;21-OCT-14;1500000;502;PMDB
30902811000149;850282;00676213000138;23-SEP-14;1300000;503;PMDB
30902811000149;850420;00676213000138;02-OCT-14;200000;504;PMDB
30902811000149;850279;00676213000138;23-SEP-14;100000;505;PMDB
30902811000149;850366;00676213000138;23-SEP-14;100000;506;PMDB
83369082000173;850344;00676213000138;22-SEP-14;500000;507;PMDB
83369082000173;850256;00676213000138;15-SEP-14;1200000;508;PMDB
83369082000173;850389;00676213000138;29-SEP-14;500000;509;PMDB
83369082000173;850349;00676213000138;22-SEP-14;300000;510;PMDB
83369082000173;850507;00676213000138;24-OCT-14;1000000;511;PMDB
83369082000173;850477;00676213000138;21-OCT-14;250000;512;PMDB
84638196000134;850258;00676213000138;15-SEP-14;850000;513;PMDB
84638196000134;850008;00676213000138;11-JUL-14;500000;514;PMDB
84638196000134;850423;00676213000138;02-OCT-14;1900000;515;PMDB
84638196000134;850260;00676213000138;15-SEP-14;75000;516;PMDB
84638196000134;850259;00676213000138;15-SEP-14;415000;517;PMDB
84638196000134;850421;00676213000138;02-OCT-14;200000;518;PMDB
84638196000134;850500;00676213000138;22-OCT-14;50000;519;PMDB
84638196000134;850253;00676213000138;15-SEP-14;250000;520;PMDB
01830037000100;663344000007285;00676262000170;22-SEP-14;142500;521;PT
01830037000100;663344000007285;00676262000170;26-AUG-14;152000;522;PT
01872993000154;663344000007285;00676262000170;22-SEP-14;142500;523;PT
01872993000154;663344000007285;00676262000170;03-OCT-14;150000;524;PT
01872993000154;663344000007285;00676262000170;27-AUG-14;150000;525;PT
02459308000125;663344000007285;00676262000170;03-OCT-14;120000;526;PT
02459308000125;663344000007285;00676262000170;22-SEP-14;114000;527;PT
02459308000125;663344000007285;00676262000170;27-AUG-14;60000;528;PT
03376365000103;663344000007285;00676262000170;03-OCT-14;120000;529;PT
03376365000103;663344000007285;00676262000170;22-SEP-14;166250;530;PT
03376365000103;663344000007285;00676262000170;26-AUG-14;175000;531;PT
04153334000156;663344000007285;00676262000170;03-OCT-14;120000;532;PT
04153334000156;663344000007285;00676262000170;22-SEP-14;114000;533;PT
04153334000156;99026;00676262000170;26-AUG-14;120000;534;PT
04928495000174;007285;00676262000170;03-OCT-14;100000;535;PT
04928495000174;007285;00676262000170;22-SEP-14;85500;536;PT
04928495000174;663344000007285;00676262000170;27-AUG-14;90000;537;PT
05695101000148;663344000007285;00676262000170;27-AUG-14;80000;538;PT
05695101000148;663344000007285;00676262000170;03-OCT-14;70000;539;PT
05695101000148;663344000007285;00676262000170;22-SEP-14;66500;540;PT
05695101000148;663344000007285;00676262000170;19-SEP-14;80000;541;PT
05695101000148;5229658;00676262000170;17-OCT-14;70000;542;PT
07044522000134;663344000007285;00676262000170;27-AUG-14;226000;543;PT
07044522000134;663344000007285;00676262000170;22-SEP-14;200000;544;PT
07044522000134;663344000007285;00676262000170;03-OCT-14;220000;545;PT
07362684000110;7285;00676262000170;03-OCT-14;180000;546;PT
07362684000110;3344;00676262000170;22-SEP-14;142500;547;PT
07362684000110;7285;00676262000170;28-AUG-14;150000;548;PT
07473085000174;663344000007285;00676262000170;27-AUG-14;62550;549;PT
07473085000174;663344000007285;00676262000170;22-SEP-14;59850;550;PT
07473085000174;66344000007285;00676262000170;03-OCT-14;100000;551;PT
08089633000120;663344000007285;00676262000170;23-OCT-14;1000000;552;PT
08089633000120;663344000007285;00676262000170;27-AUG-14;340000;553;PT
08089633000120;663344000007285;00676262000170;03-OCT-14;300000;554;PT
08089633000120;663344000007285;00676262000170;22-SEP-14;276000;555;PT
08606501000128;663344000007285;00676262000170;03-OCT-14;120000;556;PT
08606501000128;663344000007285;00676262000170;22-SEP-14;104500;557;PT
10235570000114;663344000007285;00676262000170;03-OCT-14;200000;558;PT
10235570000114;663344000007285;00676262000170;22-SEP-14;190000;559;PT
10235570000114;663344000007285;00676262000170;27-AUG-14;200000;560;PT
13477302000105;663344000007285;00676262000170;31-JUL-14;3325000;561;PT
13477302000105;663344000007285;00676262000170;27-AUG-14;180000;562;PT
13477302000105;663344000007285;00676262000170;31-JUL-14;1425000;563;PT
13477302000105;663344000007285;00676262000170;04-AUG-14;237500;564;PT
13477302000105;663344000007285;00676262000170;03-OCT-14;3325000;565;PT
13477302000105;663344000007285;00676262000170;03-OCT-14;475000;566;PT
15615958000164; ;00676262000170;27-AUG-14;125000;567;PT
15615958000164; ;00676262000170;03-OCT-14;150000;568;PT
16847535000132;663344000007285;00676262000170;24-OCT-14;500000;569;PT
16847535000132;663344000007285;00676262000170;03-OCT-14;1000000;570;PT
16847535000132;663344000007285;00676262000170;22-SEP-14;900000;571;PT
16847535000132;663344000007285;00676262000170;26-AUG-14;300000;572;PT
16847535000132;63344000007285;00676262000170;08-AUG-14;190000;573;PT
16847535000132;663344000007285;00676262000170;24-OCT-14;500000;574;PT
16847535000132;663344000007285;00676262000170;05-NOV-14;950000;575;PT
20592593000130;663344000007285;00676262000170;01/10/2014;475000;576;PT
20592593000130;663344000007285;00676262000170;30/07/2014;47500;577;PT
20592593000130;663344000007285;00676262000170;30/07/2014;23750;578;PT
20592593000130;663344000007285;00676262000170;30/07/2014;23750;579;PT
20592593000130;663344000007285;00676262000170;29/09/2014;475000;580;PT
20592593000130;663344000007285;00676262000170;29/09/2014;475000;581;PT
20592593000130;663344000007285;00676262000170;15/08/2014;190000;582;PT
20592593000130;663344000007285;00676262000170;30/07/2014;19000;583;PT
20603424000158;663344000007285;00676262000170;21/10/2014;47500;584;PT
20609050000188;663344000007285;00676262000170;05/09/2014;950000;585;PT
20609050000188;663344000007285;00676262000170;03/10/2014;950000;586;PT
20614466000194;SN;00676262000170;11/09/2014;950000;587;PT
24472136000162;663344000007285;00676262000170;03-OCT-14;120000;588;PT
24472136000162;663344000007285;00676262000170;22-SEP-14;114000;589;PT
24472136000162;1;00676262000170;28-AUG-14;111000;590;PT
27432848000146;728500012;00676262000170;03-OCT-14;200000;591;PT
27432848000146;728500011;00676262000170;22-SEP-14;109250;592;PT
27432848000146;00001;00676262000170;27-AUG-14;115000;593;PT
28020899000123;666334400000728;00676262000170;26-AUG-14;300000;594;PT
28020899000123;663344000007285;00676262000170;28-AUG-14;95000;595;PT
28020899000123;663344000007285;00676262000170;22-SEP-14;900000;596;PT
28020899000123;663344000007285;00676262000170;03-OCT-14;900000;597;PT
33788258000153;663344000007285;00676262000170;27-AUG-14;100000;598;PT
33788258000153;552916000034321;00676262000170;22-SEP-14;95000;599;PT
33788258000153;663344000007285;00676262000170;03-OCT-14;100000;600;PT
34696559000110;663344000007285;00676262000170;12-SEP-14;95000;601;PT
34696559000110;663344000007285;00676262000170;10-SEP-14;47500;602;PT
34696559000110;663344000007285;00676262000170;10-SEP-14;47500;603;PT
34696559000110;663344000007285;00676262000170;18-AUG-14;142500;604;PT
34696559000110;663344000007285;00676262000170;04-AUG-14;285000;605;PT
34696559000110;663344000007285;00676262000170;04-AUG-14;285000;606;PT
34696559000110;663344000007285;00676262000170;22-SEP-14;76000;607;PT
34696559000110;663344000007285;00676262000170;03-OCT-14;80000;608;PT
34696559000110;663344000007285;00676262000170;09-OCT-14;95000;609;PT
34696559000110;663344000007285;00676262000170;29-AUG-14;142500;610;PT
50866821000183;663344000007285;00676262000170;17-NOV-14;1615000;611;PT
50866821000183;663344000000072;00676262000170;11-NOV-14;10000;612;PT
50866821000183;663344000000072;00676262000170;11-NOV-14;23000;613;PT
50866821000183;663344000007285;00676262000170;10-SEP-14;285000;614;PT
50866821000183;663344000007285;00676262000170;26-SEP-14;171000;615;PT
50866821000183;663344000000072;00676262000170;11-NOV-14;15500;616;PT
50866821000183;663344000007285;00676262000170;03-OCT-14;1000000;617;PT
50866821000183;663344000007285;00676262000170;05-SEP-14;4750000;618;PT
50866821000183;663344000007285;00676262000170;18-SEP-14;475000;619;PT
50866821000183;663344000000072;00676262000170;11-NOV-14;20000;620;PT
50866821000183;663344000007285;00676262000170;30-SEP-14;95000;621;PT
50866821000183;663344000001285;00676262000170;27-OCT-14;475000;622;PT
50866821000183;663344000007285;00676262000170;25-SEP-14;237500;623;PT
50866821000183;663344000007285;00676262000170;25-SEP-14;475000;624;PT
50866821000183;663344000000072;00676262000170;11-NOV-14;19000;625;PT
50866821000183;663344000007285;00676262000170;02-SEP-14;90000;626;PT
50866821000183;633344000007285;00676262000170;02-SEP-14;80000;627;PT
50866821000183;663344000007285;00676262000170;02-OCT-14;95000;628;PT
50866821000183;663344000000072;00676262000170;11-NOV-14;12500;629;PT
50866821000183;663344000007285;00676262000170;02-SEP-14;95000;630;PT
50866821000183;663344000007285;00676262000170;15-AUG-14;475000;631;PT
50866821000183;663344000007285;00676262000170;02-SEP-14;35000;632;PT
54956495000156;663344000000728;00676262000170;02-OCT-14;237500;633;PC do B 
54956495000156;663344000007285;00676262000170;08-SEP-14;475000;634;PC do B 
54956495000156;663344000007285;00676262000170;01-OCT-14;237500;635;PC do B 
75719740000181;663344000007285;00676262000170;26-AUG-14;100000;636;PT
75719740000181;663344000007285;00676262000170;22-SEP-14;95000;637;PT
75719740000181;663344000007285;00676262000170;03-OCT-14;100000;638;PT
75719740000181;663344000007285;00676262000170;29-OCT-14;285000;639;PT
75719740000181;663344000007285;00676262000170;29-OCT-14;95000;640;PT
79306908000188;663344000007285;00676262000170;03-OCT-14;150000;641;PT
79306908000188;663344000007285;00676262000170;22-SEP-14;118750;642;PT
79306908000188;663344000007285;00676262000170;26-AUG-14;125000;643;PT
91340083000113;663344000007285;00676262000170;26-AUG-14;240000;644;PT
91340083000113;663344000007285;00676262000170;22-SEP-14;218000;645;PT
91340083000113;663344000007285;00676262000170;03-OCT-14;250000;646;PT
09097452000299;663440000007285;00676262000251;22-SEP-14;123500;647;PT
09097452000299;663344000007285;00676262000251;03-OCT-14;150000;648;PT
09097452000299;633344000000728;00676262000251;26-AUG-14;130000;649;PT
20633166000152;0;00678792000158;03/09/2014;6800;650;PSB 
08766006000186;001430;00697094000108;30-MAY-14;500;651;PR
20592607000115; ;00710530000123;10/07/2014;9600;652;PC do B 
11631017000163;159316;00719575000169;03-SEP-14;50000;653;PDT 
12087104000164;158951;00719575000169;22-JUL-14;100000;654;PDT 
20501231000196;850065;00719575000169;15/07/2014;500000;655;PDT 
20501231000196;850066;00719575000169;16/07/2014;350000;656;PDT 
28718922000158;158884;00719575000169;14-JUL-14;180000;657;PDT 
08766006000186;008457;00721142000148;30-MAY-14;3000;658;PR
01292307000176; ;00756029000106;05-OCT-14;788;659;PSB 
59941682000180;9344641;00756144000172;11-AUG-14;100000;660;PSDB
20603433000149; ;00758665000169;04/11/2014;4235;661;PMDB
08089682000162;850019;00758756000102;16-SEP-14;100000;662;PMDB
10669331000172;3056103;00758756000102;12-SEP-14;30000;663;PSB 
20558161000102;1020365;00778030000123;09/10/2014;250;664;PSDB
20558161000102;1537376;00835301000135;17/10/2014;200000;665;PSDB
20946469000125;1232986;00835301000135;09/09/2014;150000;666;PSB 
01633510000169;114453;00851567000171;30-SEP-14;1000000;667;DEM 
13629827000100;6654769;00851567000171;30-SEP-14;900000;668;PSD 
18532307000107;6664294;00851567000171;30-SEP-14;200000;669;SD
01421697000137;9556337;00865526000134;14-OCT-14;350000;670;PSB 
01421697000137;8020222;00865526000134;22-OCT-14;350000;671;PSB 
20946469000125; ;00872679000109;12/09/2014;13000;672;PSB 
00887169000105;000;00887169000105;31-OCT-14;160000;673;PP
00887169000105;850064;00887169000105;11-JUL-14;500000;674;PP
00887169000105;000;00887169000105;30-OCT-14;360000;675;PP
00887169000105;850065;00887169000105;11-JUL-14;1000000;676;PP
00887169000105;850066;00887169000105;11-JUL-14;1000000;677;PP
00887169000105;000;00887169000105;31-OCT-14;480000;678;PP
00887169000105; ;00887169000105;17-JUL-14;2080000;679;PP
00887169000105; ;00887169000105;01-AUG-14;3030000;680;PP
00887169000105; ;00887169000105;01-SEP-14;3060000;681;PP
00887169000105; ;00887169000105;01-OCT-14;422495;682;PP
00931839000143;31111;00887169000105;24-JUL-14;200000;683;PP
00931839000143;660452000045653;00887169000105;02-OCT-14;150000;684;PP
00931839000143;660452000045653;00887169000105;02-OCT-14;150000;685;PP
00996781000116;48111681300128;00887169000105;11-JUL-14;200000;686;PP
01327965000156;660452000045653;00887169000105;12-SEP-14;100000;687;PP
01327965000156;660452000045653;00887169000105;12-SEP-14;50000;688;PP
01349048000172;19038;00887169000105;01-OCT-14;50000;689;PP
01349048000172;19038;00887169000105;01-OCT-14;50000;690;PP
01349048000172;19038;00887169000105;01-OCT-14;50000;691;PP
01349048000172;19308;00887169000105;02-OCT-14;100000;692;PP
01349048000172;19308;00887169000105;02-OCT-14;76500;693;PP
01349048000172;660452000045653;00887169000105;23-SEP-14;220000;694;PP
01349048000172;19038;00887169000105;01-OCT-14;50000;695;PP
01349048000172;660452000045653;00887169000105;24-SEP-14;100000;696;PP
01349048000172;660452000045653;00887169000105;23-SEP-14;100000;697;PP
01349048000172;660452000045653;00887169000105;12-SEP-14;50000;698;PP
01570545000104;39875;00887169000105;24-JUL-14;100000;699;PP
01570545000104;0046;00887169000105;05-SEP-14;100000;700;PP
01570545000104;J5867945;00887169000105;17-SEP-14;100000;701;PP
01570545000104;J8337170;00887169000105;02-OCT-14;200000;702;PP
01570545000104;J5867945;00887169000105;03-OCT-14;200000;703;PP
01570545000104;39875;00887169000105;22-AUG-14;100000;704;PP
