cnpj;setor;nome;ID
44734671000151;Fabricação de medicamentos alopáticos para uso humano;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;2203
44734671000402;Fabricação de medicamentos alopáticos para uso humano;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;2204
44944668000162;Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação;JUMIL-JUSTINO DE MORAIS, IRMAOS S/A;2205
44983435000500;Armazéns gerais - emissão de warrant;GRANEL QUIMICA LTDA;2206
45184066000117;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências;POLICLIN S A SERVICOS MEDICO HOSPITALARES;2207
45209863000101;Instalação e manutenção elétrica;TERWAN SOLUCOES EM ELETRICIDADE INDUSTRIA E COMERCIO LTDA;2208
45236791000191;Comércio varejista de outros produtos não especificados anteriormente;COOPERCITRUS COOPERATIVA DE PRODUTORES RURAIS;2209
45246402000109;Corretagem no aluguel de imóveis;CENTER NORTE S/A CONSTRUCAO EMPREEND ADM E PARTICIPACAO;2210
45246410000155;Bancos múltiplos, com carteira comercial;BRASIL PLURAL S.A. BANCO MULTIPLO;2211
45517604000148;Fornecimento e gestão de recursos humanos para terceiros;MAZZINI ADMINISTRACAO E EMPREITAS LTDA;2212
45581238000196;Fabricação de material elétrico para instalações em circuito de consumo;DAISA INDUSTRIA METALURGICA LTDA;2213
45601242000179;Criação de bovinos para corte;SANTA ANDREA AGRO PECUARIA LTDA;2214
45617925000114;Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo;CASTELO INDUSTRIA ELETRONICA LTDA;2215
45913696000185;Fabricação de refrigerantes;SOROCABA REFRESCOS S.A.;2216
46025722000100;Fabricação de massas alimentícias;PASTIFICIO SELMI SA;2217
46055703000118;Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;TEB TECNOLOGIA ELETRONICA BRASILEIRA LTDA;2218
46206421000174;Incorporação de empreendimentos imobiliários;MIRAMAR EMPREENDIMENTOS IMOBILIARIOS LTDA;2219
46395687000102;Comércio varejista de gás liqüefeito de petróleo (GLP);BAHIANA DISTRIBUIDORA DE GAS LTDA;2220
46448270000160;Fabricação de álcool;DESTILARIA ALCIDIA SA;2221
46886040000183;Atividades de apoio à produção florestal;MARQUESA S/A;2222
46934014000183;Impressão de material para outros usos;GRAFICA SAO BENTO LTDA - ME;2223
46986451000140;Extração de calcário e dolomita e beneficiamento associado;CALCARIO DIAMANTE LTDA;2224
47062179000175;Construção de edifícios;HM ENGENHARIA E CONSTRUCOES S.A.;2225
47080619000117;Fabricação de açúcar em bruto;GUARANI S.A.;2226
47080619001199;Fabricação de açúcar em bruto;GUARANI S.A.;2227
47090782000160;Fabricação de fios, cabos e condutores elétricos isolados;DANEVA MAQUINAS E CONDUTORES ELETRICOS LTDA;2228
47310453000188;Aluguel de imóveis próprios;FLUORITA LOCACAO DE IMOVEIS PROPRIOS LTDA;2229
47383971000121;Construção de edifícios;PLANOVA PLANEJAMENTO E CONSTRUCOES S.A.;2230
47459425000127;Limpeza em prédios e em domicílios;EMPRESA LIMPADORA XAVIER LTDA;2231
47508411000156;Comércio varejista de outros produtos não especificados anteriormente;COMPANHIA BRASILEIRA DE DISTRIBUICAO;2232
47508411024764;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados;COMPANHIA BRASILEIRA DE DISTRIBUICAO;2233
47509120000182;Arrendamento mercantil;BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL;2234
47707963000193;Agenciamento de espaços para publicidade, exceto em veículos de comunicação;TOYS COMUNICACOES LTDA. - EPP;2235
47828827000151;Impressão de livros, revistas e outras publicações periódicas;EXPRESSAO SANTO ANDRE GRAFICA E EDITORA EIRELI - EPP;2236
47854831000194;Fabricação de outros produtos químicos não especificados anteriormente;BANDEIRANTE QUIMICA LIMITADA;2237
47863261000107;Atividades de contabilidade;BALAN-SET CONSULTORIA E ASSESSORIA CONTABIL LTDA;2238
47866934000174;Emissão de vales-alimentação, vales-transporte e similares;TICKET SERVICOS SA;2239
47902283000120;Fabricação de álcool;SONORA ESTANCIA S/A;2240
47953765000100;Curtimento e outras preparações de couro;CURTUME DELLA TORRE LTDA;2241
48090146000100;Atividades associativas não especificadas anteriormente;UNIMED DO BRASIL CONFEDERACAO NAC DAS COOPERATIVAS MED;2242
48228548000110;Obras de fundações;BRASFOND FUNDACOES ESPECIAIS S A;2243
48246920000110;Outras obras de engenharia civil não especificadas anteriormente;ENGEFORM CONSTRUCOES E COMERCIO LTDA.;2244
48295562000136;Fabricação de açúcar em bruto;USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL;2245
48298061000103;Outras obras de acabamento da construção;'' PROTENDE '' SISTEMAS E METODOS DE CONSTRUCOES LTDA;2246
48474001000102;Comércio por atacado de peças e acessórios novos para veículos automotores;COMERCIAL PAULISTA DE BATERIAS LTDA;2247
48540421000131;Construção de rodovias e ferrovias;SERVENG CIVILSAN S A EMPRESAS ASSOCIADAS DE ENGENHARIA;2248
48662175000190;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;COPLANA - COOPERATIVA AGROINDUSTRIAL;2249
48726483000132;Fabricação de outros produtos de metal não especificados anteriormente;TENSACCIAI INDUSTRIA E COMERCIO LTDA;2250
48768592000112;Criação de bovinos para corte;AGROPECUARIA E COMERCIAL CONQUISTA LTDA;2251
48893226000195;Construção de estações e redes de distribuição de energia elétrica;F M RODRIGUES & CIA LTDA;2252
49031776000168;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios;MECALOR SOLUCOES EM ENGENHARIA TERMICA LTDA;2253
49234487000166;Impressão de livros, revistas e outras publicações periódicas;SAO FRANCISCO GRAFICA E EDITORA LTDA;2254
49263189000102;Incorporação de empreendimentos imobiliários;HELBOR EMPREENDIMENTOS S.A.;2255
49273071000157;Extração e britamento de pedras e outros materiais para construção e beneficiamento associado;IUDICE MINERACAO LTDA;2256
49319411000133;Serviços combinados de escritório e apoio administrativo;MARTIN-BROWER COMERCIO, TRANSPORTES E SERVICOS LTDA;2257
49437809000174;Construção de edifícios;PAULITEC CONSTRUCOES LTDA;2258
49462062000104;Obras de urbanização - ruas, praças e calçadas;DAMHA URBANIZADORA E CONSTRUTORA LTDA;2259
49469307000125;Edição integrada à impressão de livros;EDITORA CERED CENTRO DE RECURSOS EDUCACIONAIS LIMITADA;2260
49474398000197;Comércio varejista de material elétrico;SANTIL COMERCIAL ELETRICA EIRELI;2261
49475833000106;Fabricação de medicamentos alopáticos para uso humano;BIOLAB SANUS FARMACEUTICA LTDA;2262
49475833000360;Serviços combinados de escritório e apoio administrativo;BIOLAB SANUS FARMACEUTICA LTDA;2263
50220656000198;Pesquisas de mercado e de opinião pública;G.PMM PLANEJAMENTO DE MARKETING E MERCADO LTDA;2264
50221019000136;Fabricação de cervejas e chopes;BRASIL KIRIN INDUSTRIA DE BEBIDAS S.A;2265
50290329000960;Fabricação de óleos vegetais em bruto, exceto óleo de milho;GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA;2266
50684117000100;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;PHILIP MORRIS BRASIL S/A;2267
50765288000163;Construção de edifícios;MPD ENGENHARIA LTDA.;2268
50778778000102;Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos;BAURU PAINEIS INDUSTRIA E COMERCIO LTDA;2269
50844182000155;Atividades de vigilância e segurança privada;GOCIL SERVICOS DE VIGILANCIA E SEGURANCA LTDA;2270
50935576000119;Fabricação de artefatos de material plástico para usos industriais;PLASCAR INDUSTRIA DE COMPONENTES PLASTICOS LTDA;2271
51180651000141;Construção de edifícios;ANFEWA EMPREITEIRA LTDA - EPP;2272
51191831000129;Serviços de engenharia;GTP GRUPO TECNICO DE PROJETOS S/S LTDA;2273
51197200000117;Serviços de engenharia;GERIBELLO ENGENHARIA LTDA;2274
51218147000193;Gestão e administração da propriedade imobiliária;IGUATEMI EMPRESA DE SHOPPING CENTERS S/A;2275
51254159000173;Fabricação de resinas termoplásticas;KARINA INDUSTRIA E COMERCIO DE PLASTICOS LTDA;2276
51466860000156;Fabricação de açúcar em bruto;SAO MARTINHO S/A;2277
51594950000122;Outras obras de instalações em construções não especificadas anteriormente;N M ENGENHARIA E CONSTRUCOES LTDA;2278
51720563000195;Incorporação de empreendimentos imobiliários;INCOSUL INCORPORACAO E CONSTRUCAO LTDA.;2279
51724722000120;Corretores e agentes de seguros, de planos de previdência complementar e de saúde;CANARIAS CORRETORA DE SEGUROS S/A;2280
51855716000101;Administração de consórcios para aquisição de bens e direitos;RODOBENS ADMINISTRADORA DE CONSORCIOS LTDA.;2281
51990695000137;Previdência complementar aberta;BRADESCO VIDA E PREVIDENCIA S.A.;2282
52105491000210;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;TRANSWINTER TRANSPORTE E LOGISTICA LTDA.;2283
52134798000168;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;INTEC INTEGRACAO NACIONAL DE TRANSPORTES DE ENCOMENDAS E CARGAS LTDA;2284
52229416000180;Criação de bovinos para corte;AGRO PECUARIA CANAA LTDA;2285
52236478000119;Criação de bovinos para corte;DIMAFE AGRO PECUARIA LTDA;2286
52311289000163;Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação;MARCHESAN IMPLEMENTOS E MAQUINAS AGRICOLAS TATU S A;2287
52541760000100;Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA;2288
52548435000179;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;JSL S/A.;2289
52548435002708;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;JSL S/A.;2290
52568821000122;Administração de consórcios para aquisição de bens e direitos;BRADESCO ADMINISTRADORA DE CONSORCIOS LTDA.;2291
53009825000133;Fabricação de açúcar em bruto;USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL;2292
53177143000130;Agências de publicidade;ND COMUNICACAO E PUBLICIDADE LTDA. - EPP;2293
53206728000130;Aluguel de imóveis próprios;JALEMI-RIO PRETO SHOPPING CENTER LTDA;2294
53215653000154;Corretores e agentes de seguros, de planos de previdência complementar e de saúde;RODOBENS ADMINISTRADORA E CORRETORA DE SEGUROS LTDA.;2295
53288569000160;Edição integrada à impressão de cadastros, listas e outros produtos gráficos;MACK COLOR ETIQUETAS ADESIVAS LTDA;2296
53309795000180;Produção de arames de aço;MORLAN S/A;2297
53309845001525;Beneficiamento de arroz;PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA;2298
53355004000230;Hotéis;IBIRAPUERA PARK HOTEL LTDA;2299
53363016000125;Comércio por atacado de peças e acessórios novos para veículos automotores;BELO JARDIM COMERCIAL DE BATERIAS LTDA;2300
53425120000105;Fabricação de adesivos e selantes;OSWALDO CRUZ QUIMICA INDUSTRIA E COMERCIO LTDA;2301
53503652000105;Construção de rodovias e ferrovias;CONSTRUTORA SANCHES TRIPOLONI LTDA;2302
53513313000100;Incorporação de empreendimentos imobiliários;BOUCAULT EMPREENDIMENTOS IMOBILIARIOS LTDA - ME;2303
53712535000151;Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes;ESCAD RENTAL - LOCADORA DE EQUIPAMENTOS PARA TERRAPLENAGEM LTDA;2304
53773404000184;Incorporação de empreendimentos imobiliários;BRASTERRA EMPREENDIMENTOS IMOBILIARIOS LTDA;2305
53956397000156;Incorporação de empreendimentos imobiliários;J FILGUEIRAS EMPREENDIMENTOS E NEGOCIOS LTDA;2306
54037916000145;Cooperativas de crédito rural;COOPERATIVA DE CREDITO CREDICITRUS;2307
54122775000169;Comércio atacadista de café em grão;COSTA CAFE COMERCIO EXPORTACAO E IMPORTACAO LTDA;2308
54305743000107;Fabricação de automóveis, camionetas e utilitários;MMC AUTOMOTORES DO BRASIL LTDA;2309
54375647000127;Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas;DROGAL FARMACEUTICA LTDA;2310
54450705000130;Impressão de material para uso publicitário;GRAFICA TRES PONTAS LTDA - EPP;2311
54470679000101;Fabricação de açúcar em bruto;USINA BATATAIS S/A ACUCAR E ALCOOL;2312
54506589000123;Atividades de vigilância e segurança privada;POWER - SEGURANCA E VIGILANCIA LTDA.;2313
54544317000118;Incorporação de empreendimentos imobiliários;CONQUISTA IMOBILIARIA LTDA;2314
54820774000198;Comércio a varejo de automóveis, camionetas e utilitários novos;ELIVEL AUTOMOTORES LTDA;2315
54849682000130;Comércio atacadista de cerveja, chope e refrigerante;BRAPIRA COMERCIO DE BEBIDAS LTDA;2316
54858055000166;Fabricação de móveis com predominância de madeira;INDUSTRIA BRASILEIRA DE MOVEIS LTDA;2317
55001879000188;Comércio varejista de combustíveis para veículos automotores;AUTO POSTO POLISERVICOS I LIMITADA;2318
55010185000107;Fabricação de equipamentos para sinalização e alarme;ENGESIG INDUSTRIA E COMERCIO LTDA;2319
55183248001018;Fabricação de laminados planos e tubulares de material plástico;FORMILINE INDUSTRIA DE LAMINADOS LTDA;2320
55333769000113;Construção de rodovias e ferrovias;ENCALSO CONSTRUCOES LTDA;2321
55483564000114;Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador re;SETTA COMBUSTIVEIS S/A;2322
55607824000116;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal;VALLI LOCACAO E TRANSPORTES LTDA;2323
55885321000102;Comércio atacadista de leite e laticínios;LATICINIOS TIROLEZ LTDA;2324
55886725000110;Holdings de instituições não-financeiras;PARTICIPA EMPREENDIMENTOS IMOBILIARIOS E PARTICIPACOES LTDA;2325
55905350000199;Limpeza em prédios e em domicílios;PAINEIRAS LIMPEZA E SERVICOS GERAIS LTDA;2326
55992358000130;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;DROGAVIDA COMERCIAL DE DROGAS LTDA.;2327
56035009000192;Serviços de pré-impressão;GRAFICA E EDITORA ELITE TAUBATE LTDA - ME;2328
56037450000103;Outras obras de engenharia civil não especificadas anteriormente;CONSDON ENGENHARIA E COMERCIO LTDA;2329
56228356000131;Comércio atacadista de cerveja, chope e refrigerante;CRBS S/A;2330
56238496000190;Aluguel de imóveis próprios;TATUI PARTICIPACOES LTDA;2331
56434319000180;Construção de edifícios;PINESE VIEIRA LTDA.;2332
56443583000180;Construção de edifícios;CONTERN-CONSTRUCOES E COMERCIO LTDA;2333
56511652000145;Comércio atacadista de cimento;BASICAL MATERIAIS PARA CONSTRUCAO LTDA;2334
56596976000123;Comércio por atacado de peças e acessórios novos para veículos automotores;SERVE VALE BATERIAS LTDA;2335
56720428000163;Fabricação de máquinas-ferramenta, peças e acessórios;INDUSTRIAS ROMI S A;2336
56723091000148;Tecelagem de fios de algodão;TEXTIL CANATIBA LTDA;2337
56769524000104;Criação de bovinos para corte;CIA AGRICOLA E PASTORIL FAZENDA RIO PARDO;2338
56993900000131;Fabricação de embalagens metálicas;COMPANHIA METALURGICA PRADA;2339
57259392000125;Construção de redes de transportes por dutos, exceto para água e esgoto;AZEVEDO & TRAVASSOS ENGENHARIA LTDA;2340
57444283000188;Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação;INFRACON ENGENHARIA E COMERCIO LTDA;2341
57494031000163;Fabricação de armas de fogo, outras armas e munições;COMPANHIA BRASILEIRA DE CARTUCHOS;2342
57510596000197;Construção de edifícios;SIMETRICA ENGENHARIA LTDA;2343
57559387000138;Limpeza em prédios e em domicílios;VERZANI & SANDRINI LTDA;2344
57746455000178;Planos de saúde;MEDISERVICE OPERADORA DE PLANOS DE SAUDE S.A.;2345
57760126000181;Serviços de engenharia;GAB ENGENHARIA LTDA;2346
57884702000100;Obras de fundações;FUNDSOLO SERVICOS GEOTECNICOS E FUNDACOES LTDA;2347
57906414000100;Comércio varejista de artigos de óptica;MAX'S OPTICA LTDA;2348
57909806000114;Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios;B&F DIAS INDUSTRIA E COMERCIO LTDA;2349
58004714000158;Construção de edifícios;J Z ENGENHARIA E COMERCIO LTDA;2350
58160789000128;Bancos múltiplos, com carteira comercial;BANCO SAFRA S A;2351
58500497000197;Fabricação de estruturas metálicas;BEMO DO BRASIL SISTEMAS METALICOS LTDA;2352
58503129000100;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;TEMPO SERVICOS LTDA.;2353
58507286000186;Construção de edifícios;GOLDFARB INCORPORACOES E CONSTRUCOES S/A;2354
58560012000150;Edição integrada à impressão de livros;EDITORA SOL SOFT'S E LIVROS LIMITADA;2355
58580465000149;Serviços de engenharia;ALUMINI ENGENHARIA S.A.;2356
58793852000163;Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação;CONSTRUTAMI ENGENHARIA E COMERCIO LTDA;2357
58836933000101;Obras de urbanização - ruas, praças e calçadas;ENSIN EMPRESA NACIONAL DE SINALIZACAO E ELETRIFICACAO LTDA;2358
59107938000158;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;TRANSZERO TRANSPORTADORA DE VEICULOS LTDA;2359
59281253000123;Distribuidoras de títulos e valores mobiliários;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;2360
59476374000473;Extração e britamento de pedras e outros materiais para construção e beneficiamento associado;MINERPAV MINERADORA LTDA;2361
59598029000160;Construção de rodovias e ferrovias;ENGENHARIA E COMERCIO BANDEIRANTES LTDA;2362
59926055000170;Desenvolvimento e licenciamento de programas de computador não-customizáveis;LIST COMPUTACAO PUBLICIDADE PROMOCOES E COMERCIO LTDA;2363
60066321000110;Impressão de livros, revistas e outras publicações periódicas;ART PRINTER GRAFICOS LTDA;2364
60166832000104;Fornecimento de alimentos preparados preponderantemente para empresas;APETECE SISTEMAS DE ALIMENTACAO S.A.;2365
60171584000190;Agências de publicidade;FRANTIK PROMOCOES E PARTICIPACOES LTDA;2366
60332319000146;Construção de rodovias e ferrovias;S A PAULISTA DE CONSTRUCOES E COMERCIO;2367
60333853000258;Impressão de material para uso publicitário;LAR ANALIA FRANCO DE SAO MANUEL;2368
60398369000126;Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos;PARANAPANEMA S/A;2369
60500139000126;Edição de livros;SARAIVA SA LIVREIROS EDITORES;2370
60519634000187;Fabricação de azulejos e pisos;CERAMICA CARMELO FIOR LTDA;2371
60625829000101;Outras obras de engenharia civil não especificadas anteriormente;CONSTRUTORA PASSARELLI LTDA;2372
60643228000121;Fabricação de celulose e outras pastas para a fabricação de papel;FIBRIA CELULOSE S/A;2373
60659463000191;Fabricação de medicamentos alopáticos para uso humano;ACHE LABORATORIOS FARMACEUTICOS SA;2374
60665981000118;Fabricação de medicamentos alopáticos para uso humano;UNIAO QUIMICA FARMACEUTICA NACIONAL S A;2375
60701190000104;Bancos múltiplos, com carteira comercial;ITAU UNIBANCO S.A.;2376
60728029000116;Moagem de trigo e fabricação de derivados;ANACONDA INDUSTRIAL E AGRICOLA DE CEREAIS S A;2377
60769692000169;Padaria e confeitaria com predominância de revenda;PADARIA SAO DOMINGOS LTDA - EPP;2378
60777901000116;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências;HOSPITAL SANTA PAULA LTDA;2379
60783503000102;Corretoras de títulos e valores mobiliários;J.SAFRA CORRETORA DE VALORES E CAMBIO LTDA;2380
60846599000100;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;IBRAME INDUSTRIA BRASILEIRA DE METAIS S/A;2381
60852605000132;Compra e venda de imóveis próprios;HELIOMAR LTDA.;2382
60853264000110;Sociedades de capitalização;LIDERANCA CAPITALIZACAO SOCIEDADE ANONIMA;2383
60884855000154;Outras atividades de atenção à saúde humana não especificadas anteriormente;IMPAR SERVICOS HOSPITALARES S/A;2384
60884855000316;Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências;IMPAR SERVICOS HOSPITALARES S/A;2385
60884855001630;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências;IMPAR SERVICOS HOSPITALARES S/A;2386
60892403000114;Produção de laminados longos de aço, exceto tubos;VOTORANTIM SIDERURGIA S.A.;2387
60894136000114;Comércio a varejo de automóveis, camionetas e utilitários novos;ORIGINAL VEICULOS LTDA;2388
60894136000971;Comércio a varejo de automóveis, camionetas e utilitários novos;ORIGINAL VEICULOS LTDA;2389
60894730000105;Produção de laminados planos de aço ao carbono, revestidos ou não;USINAS SIDERURGICAS DE MINAS GERAIS S/A. USIMINAS;2390
60899937000172;Obras de alvenaria;CACAPAVA EMPREITADA DE LAVOR LTDA;2391
60924040000402;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal;TB SERVICOS, TRANSPORTE, LIMPEZA, GERENCIAMENTO E RECURSOS HUMANOS S.A.;2392
61065751000180;Construção de edifícios;ROSSI RESIDENCIAL SA;2393
61079117000105;Preparação e fiação de fibras de algodão;ALPARGATAS S.A.;2394
61079232000171;Fabricação de resinas termoplásticas;COMPANHIA BRASILEIRA DE ESTIRENO;2395
61092037000181;Fabricação de artefatos de fibrocimento para uso na construção;ETERNIT S A;2396
61099826000144;Construção de rodovias e ferrovias;CONSTRUTORA FERREIRA GUEDES S A;2397
61150348000150;Fabricação de outros produtos químicos inorgânicos não especificados anteriormente;COMPANHIA NITRO QUIMICA BRASILEIRA;2398
61150751000189;Fabricação de fios, cabos e condutores elétricos isolados;PRYSMIAN ENERGIA CABOS E SISTEMAS DO BRASIL S.A.;2399
61156410000110;Construção de obras-de-arte especiais;CBPO ENGENHARIA LTDA.;2400
61156568000190;Construção de rodovias e ferrovias;CONSTRAN S/A - CONSTRUCOES E COMERCIO;2401
61160438000121;Fabricação de embalagens metálicas;BRASILATA S A EMBALAGENS METALICAS;2402
61186680000174;Bancos múltiplos, com carteira comercial;BANCO BMG SA;2403
61186888000193;Comércio atacadista de cerveja, chope e refrigerante;SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A;2404
61190096000192;Fabricação de medicamentos alopáticos para uso humano;EUROFARMA LABORATORIOS S.A.;2405
61198164000160;Sociedade seguradora de seguros não vida;PORTO SEGURO COMPANHIA DE SEGUROS GERAIS;2406
61270393000148;Fabricação de produtos de carne;FRIGORIFICO MARBA LTDA;2407
61288437000167;Limpeza em prédios e em domicílios;EMPRESA TEJOFRAN DE SANEAMENTO E SERVICOS LTDA;2408
61297784000156;Fabricação de outros produtos alimentícios não especificados anteriormente;LIOTECNICA - TECNOLOGIA EM ALIMENTOS LTDA;2409
61308607000128;Limpeza em prédios e em domicílios;MOSCA GRUPO NACIONAL DE SERVICOS LTDA;2410
61309746000176;Fabricação de artefatos de material plástico para usos industriais;PROGERAL INDUSRTRIA DE ARTEFATOS PLASTICOS LTDA;2411
61322558000188;Extração e britamento de pedras e outros materiais para construção e beneficiamento associado;EMBU S A ENGENHARIA E COMERCIO;2412
61329181000199;Outras obras de engenharia civil não especificadas anteriormente;ETESCO CONSTRUCOES E COMERCIO LTDA;2413
61351532000168;Construção de rodovias e ferrovias;AZEVEDO & TRAVASSOS S/A;2414
61409892000173;Produção de alumínio e suas ligas em formas primárias;COMPANHIA BRASILEIRA DE ALUMINIO;2415
61412110000155;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;DROGARIA SAO PAULO S.A.;2416
61413282000143;Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios;LORENZETTI SA INDUSTRIAS BRASILEIRAS ELETROMETALURGICAS;2417
61454393000106;Fabricação de refrigerantes;RECOFARMA INDUSTRIA DO AMAZONAS LTDA;2418
61454393000602;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;RECOFARMA INDUSTRIA DO AMAZONAS LTDA;2419
61471173000182;Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;ACOS F SACCHELLI LIMITADA;2420
61477923000123;Cursos preparatórios para concursos;DI GENIO E PATTI - CURSO OBJETIVO LTDA;2421
61522512000102;Construção de obras-de-arte especiais;CONSTRUCOES E COMERCIO CAMARGO CORREA S/A;2422
61584223000138;Construção de edifícios;CONSTRUCAP CCPS ENGENHARIA E COMERCIO SA;2423
61585865000151;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;RAIA DROGASIL S/A;2424
61585865060642;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;RAIA DROGASIL S/A;2425
61590816000107;Planos de saúde;PRODENT - ASSISTENCIA ODONTOLOGICA LTDA.;2426
61604112000146;Aluguel de imóveis próprios;IMAVEN IMOVEIS LTDA;2427
61620753000194;Comércio atacadista de café em grão;STOCKLER COMERCIAL E EXPORTADORA LTDA;2428
61649810000168;Fabricação de sucos concentrados de frutas, hortaliças e legumes;SUCOCITRICO CUTRALE LTDA;2429
61651675000608;Atividades de organizações sindicais;SIND EMPREGADOS ESTABELECIMENTOS BANCARIOS DE S PAULO;2430
61704052000133;Limpeza em prédios e em domicílios;BETA CLEAN & SERVICE LTDA.;2431
61776399000191;Construção de edifícios;CONSBEM CONSTRUCOES E COMERCIO LTDA;2432
61855045000132;Corretoras de títulos e valores mobiliários;BRADESCO SA CORRETORA DE TITULOS E VALORES MOBILIARIOS;2433
62011788000199;Coleta de resíduos não-perigosos;LITUCERA LIMPEZA E ENGENHARIA LTDA;2434
62063177000194;Arrendamento mercantil;SAFRA LEASING SA ARRENDAMENTO MERCANTIL;2435
62116223000176;Incorporação de empreendimentos imobiliários;IMOPAR PARTICIPACOES IMOBILIARIAS LTDA;2436
62162847000120;Construção de rodovias e ferrovias;JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA;2437
62216700000175;Reparação e manutenção de computadores e de equipamentos periféricos;EXIMIA INFORMATICA LTDA - EPP;2438
62227509000129;Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente;QUANTIQ DISTRIBUIDORA LTDA;2439
62375134000144;Distribuidoras de títulos e valores mobiliários;BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;2440
62413877000161;Apart-hotéis;MELIA BRASIL ADMINISTRACAO HOTELEIRA E COMERCIAL LTDA.;2441
62445838000146;Construção de obras-de-arte especiais;CONSTRUBASE ENGENHARIA LTDA;2442
62447107000130;Incorporação de empreendimentos imobiliários;KOBAYASHI HABITACIONAL E COMERCIAL LTDA.;2443
62461140000114;Fabricação de produtos de panificação industrial;LUA NOVA IND E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;2444
62642913000169;Atividades de organizações associativas patronais e empresariais;ASSOCIACAO BRASILEIRA DA INDUSTRIA QUIMICA;2445
62708409000114;Serviços de engenharia;ENESCIL ENGENHARIA DE PROJETOS LTDA;2446
63041479000124;Extração e britamento de pedras e outros materiais para construção e beneficiamento associado;CONTIL INDUSTRIA E COMERCIO LTDA;2447
63605653000114;Comércio a varejo de automóveis, camionetas e utilitários novos;ACRE COMERCIO E ADMINISTRACAO LTDA;2448
63605703000163;Comércio varejista de combustíveis para veículos automotores;AUTO POSTO JUNIOR LTDA;2449
63700553000177;Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte;JURUA ESTALEIROS E NAVEGACAO LTDA;2450
63715510000165;Fabricação de cronômetros e relógios;MAGNUM INDUSTRIA DA AMAZONIA S.A.;2451
